Tracking No,Scan Type,Scan Date,Scan Date Only,Latitude,Longitude,Run No.
3498180031090401WLG003AN,Out for Delivery,21/03/2019 08:32:59,21/03/19,-41.2585274,174.7880908,WCP205  
91094210320408624818,Out for Delivery,21/03/2019 08:33:14,21/03/19,-41.2585274,174.7880908,WCP205  
4446820000568601WLG020BN,Out for Delivery,21/03/2019 08:33:39,21/03/19,-41.258498,174.7881764,WCP205  
2496260043317301ERR005AN,Out for Delivery,21/03/2019 08:33:53,21/03/19,-41.258498,174.7881764,WCP205  
8540473450007501WLG015BS,Out for Delivery,21/03/2019 08:33:55,21/03/19,-41.258498,174.7881764,WCP205  
4498800171524001WLG003AN,Out for Delivery,21/03/2019 08:36:21,21/03/19,-41.2585509,174.788031,WCP205  
MG943090263NZ,Out for Delivery,21/03/2019 08:54:14,21/03/19,-41.2584276,174.7882062,WCP205  
LY120284803NZ,Out for Delivery,21/03/2019 09:05:30,21/03/19,-41.2585257,174.7881157,WCP205  
LY120165647NZ,Out for Delivery,21/03/2019 09:05:34,21/03/19,-41.2585257,174.7881157,WCP205  
LW113120472NZ,Out for Delivery,21/03/2019 09:05:36,21/03/19,-41.2585257,174.7881157,WCP205  
1128360005099602WLG003ON,Out for Delivery,21/03/2019 09:05:39,21/03/19,-41.2585257,174.7881157,WCP205  
LY120029607NZ,Out for Delivery,21/03/2019 09:05:41,21/03/19,-41.2585257,174.7881157,WCP205  
LT149866938NZ,Out for Delivery,21/03/2019 09:05:44,21/03/19,-41.2585257,174.7881157,WCP205  
91094210320408634787,Out for Delivery,21/03/2019 09:05:47,21/03/19,-41.2585257,174.7881157,WCP205  
EE049436051NZ,Out for Delivery,21/03/2019 09:05:50,21/03/19,-41.2585257,174.7881157,WCP205  
1128360005099601WLG003ON,Out for Delivery,21/03/2019 09:05:52,21/03/19,-41.2585257,174.7881157,WCP205  
BV733491275NZ,Out for Delivery,21/03/2019 09:05:55,21/03/19,-41.2585257,174.7881157,WCP205  
HA212055735NZ,Out for Delivery,21/03/2019 09:05:58,21/03/19,-41.2585257,174.7881157,WCP205  
3914880050120101WLG003HN,Out for Delivery,21/03/2019 09:06:00,21/03/19,-41.2585257,174.7881157,WCP205  
LY119150061NZ,Out for Delivery,21/03/2019 09:06:03,21/03/19,-41.2585257,174.7881157,WCP205  
FF158690752NZ,Out for Delivery,21/03/2019 09:06:05,21/03/19,-41.2585257,174.7881157,WCP205  
8543373455000501WLG000AN,Out for Delivery,21/03/2019 09:06:09,21/03/19,-41.2585257,174.7881157,WCP205  
8230213455097301WLG000JN,Out for Delivery,21/03/2019 09:06:13,21/03/19,-41.2585257,174.7881157,WCP205  
LT148367746NZ,Out for Delivery,21/03/2019 09:06:14,21/03/19,-41.2585257,174.7881157,WCP205  
4697120006800301WLG002JN,Out for Delivery,21/03/2019 09:06:16,21/03/19,-41.2585257,174.7881157,WCP205  
HA213155474NZ,Out for Delivery,21/03/2019 09:06:28,21/03/19,-41.2585257,174.7881157,WCP205  
JT273035139NZ,Out for Delivery,21/03/2019 09:06:29,21/03/19,-41.2585257,174.7881157,WCP205  
2268350117878901WLG001AS,Out for Delivery,21/03/2019 09:06:32,21/03/19,-41.2585257,174.7881157,WCP205  
LT150153086NZ,Out for Delivery,21/03/2019 09:06:34,21/03/19,-41.2585257,174.7881157,WCP205  
LT148071644NZ,Out for Delivery,21/03/2019 09:06:37,21/03/19,-41.2585257,174.7881157,WCP205  
LT147617819NZ,Out for Delivery,21/03/2019 09:06:40,21/03/19,-41.2585257,174.7881157,WCP205  
OD310292726NZ,Out for Delivery,21/03/2019 09:06:42,21/03/19,-41.2585257,174.7881157,WCP205  
91094210311901796898,Out for Delivery,21/03/2019 09:06:46,21/03/19,-41.2585257,174.7881157,WCP205  
8230213455075501WLG000JN,Out for Delivery,21/03/2019 09:06:49,21/03/19,-41.2585257,174.7881157,WCP205  
LT149354620NZ,Out for Delivery,21/03/2019 09:06:53,21/03/19,-41.2585257,174.7881157,WCP205  
DP733475140NZ,Out for Delivery,21/03/2019 09:06:57,21/03/19,-41.2585257,174.7881157,WCP205  
4726580000073401WLG002HS,Out for Delivery,21/03/2019 09:07:01,21/03/19,-41.2585257,174.7881157,WCP205  
LT147869225NZ,Out for Delivery,21/03/2019 09:07:04,21/03/19,-41.2585257,174.7881157,WCP205  
LD527418806NZ,Out for Delivery,21/03/2019 09:07:07,21/03/19,-41.2585257,174.7881157,WCP205  
DP976625394NZ,Out for Delivery,21/03/2019 09:07:09,21/03/19,-41.2585257,174.7881157,WCP205  
FF158691894NZ,Out for Delivery,21/03/2019 09:07:12,21/03/19,-41.2585257,174.7881157,WCP205  
LY120168334NZ,Out for Delivery,21/03/2019 09:07:14,21/03/19,-41.2585257,174.7881157,WCP205  
8744793455186401WLG000OS,Out for Delivery,21/03/2019 09:07:18,21/03/19,-41.2585257,174.7881157,WCP205  
2496260043322601ERR005AN,Out for Delivery,21/03/2019 09:07:22,21/03/19,-41.2585257,174.7881157,WCP205  
4567870003233001WLG002JN,Out for Delivery,21/03/2019 09:07:25,21/03/19,-41.2585257,174.7881157,WCP205  
LT145644493NZ,Out for Delivery,21/03/2019 09:07:29,21/03/19,-41.2585257,174.7881157,WCP205  
HA203029689NZ,Out for Delivery,21/03/2019 09:07:34,21/03/19,-41.2585257,174.7881157,WCP205  
HA203366275NZ,Out for Delivery,21/03/2019 09:07:36,21/03/19,-41.2585257,174.7881157,WCP205  
HA213017433NZ,Out for Delivery,21/03/2019 09:07:39,21/03/19,-41.2585257,174.7881157,WCP205  
SA792408486NZ,Out for Delivery,21/03/2019 09:07:42,21/03/19,-41.2585257,174.7881157,WCP205  
2496260043289501ERR005AN,Out for Delivery,21/03/2019 09:07:46,21/03/19,-41.2585257,174.7881157,WCP205  
4133470456669101WLG001OS,Out for Delivery,21/03/2019 09:07:54,21/03/19,-41.2585257,174.7881157,WCP205  
LT149065733NZ,Out for Delivery,21/03/2019 09:07:57,21/03/19,-41.2585257,174.7881157,WCP205  
2809330796588510WLG000KN,Out for Delivery,21/03/2019 09:08:00,21/03/19,-41.2585257,174.7881157,WCP205  
4133470456672601WLG001OS,Out for Delivery,21/03/2019 09:08:03,21/03/19,-41.2585257,174.7881157,WCP205  
LY120284542NZ,Out for Delivery,21/03/2019 09:08:05,21/03/19,-41.2585257,174.7881157,WCP205  
EE050143228NZ,Out for Delivery,21/03/2019 09:08:09,21/03/19,-41.2585257,174.7881157,WCP205  
LV146558527NZ,Out for Delivery,21/03/2019 09:08:13,21/03/19,-41.2585257,174.7881157,WCP205  
4133470456672501WLG001OS,Out for Delivery,21/03/2019 09:08:20,21/03/19,-41.2585257,174.7881157,WCP205  
4643730000144201WLG002HN,Out for Delivery,21/03/2019 09:08:23,21/03/19,-41.2585257,174.7881157,WCP205  
1766340012005901WLG003HS,Out for Delivery,21/03/2019 09:08:25,21/03/19,-41.2585257,174.7881157,WCP205  
2513700900153901WLG005HS,Out for Delivery,21/03/2019 09:08:28,21/03/19,-41.2585257,174.7881157,WCP205  
LZ965708084NZ,Out for Delivery,21/03/2019 09:08:30,21/03/19,-41.2585257,174.7881157,WCP205  
8343793455065801WLG001AS,Out for Delivery,21/03/2019 09:08:36,21/03/19,-41.2585257,174.7881157,WCP205  
91094210305206473523,Out for Delivery,21/03/2019 09:08:39,21/03/19,-41.2585257,174.7881157,WCP205  
8230213455075201WLG000ON,Out for Delivery,21/03/2019 09:08:41,21/03/19,-41.2585257,174.7881157,WCP205  
8758443455009201WLG000AN,Out for Delivery,21/03/2019 09:08:45,21/03/19,-41.2585257,174.7881157,WCP205  
LT147442587NZ,Out for Delivery,21/03/2019 09:08:46,21/03/19,-41.2585257,174.7881157,WCP205  
LT148480215NZ,Out for Delivery,21/03/2019 09:08:48,21/03/19,-41.2585257,174.7881157,WCP205  
8343793455056101WLG000IN,Out for Delivery,21/03/2019 09:08:50,21/03/19,-41.2585257,174.7881157,WCP205  
LZ965678745NZ,Out for Delivery,21/03/2019 09:08:52,21/03/19,-41.2585257,174.7881157,WCP205  
8343303455011001WLG001HS,Out for Delivery,21/03/2019 09:08:55,21/03/19,-41.2585257,174.7881157,WCP205  
HA211993585NZ,Out for Delivery,21/03/2019 09:08:57,21/03/19,-41.2585257,174.7881157,WCP205  
4425970001008201WLG001KN,Out for Delivery,21/03/2019 09:09:00,21/03/19,-41.2585257,174.7881157,WCP205  
LY119165551NZ,Out for Delivery,21/03/2019 09:09:02,21/03/19,-41.2585257,174.7881157,WCP205  
LY120178929NZ,Out for Delivery,21/03/2019 09:09:05,21/03/19,-41.2585257,174.7881157,WCP205  
EE049437511NZ,Out for Delivery,21/03/2019 09:09:07,21/03/19,-41.2585257,174.7881157,WCP205  
LV146779700NZ,Out for Delivery,21/03/2019 09:09:09,21/03/19,-41.2585257,174.7881157,WCP205  
2809330796801710WLG000KN,Out for Delivery,21/03/2019 09:09:13,21/03/19,-41.2585257,174.7881157,WCP205  
BV733479098NZ,Out for Delivery,21/03/2019 09:09:16,21/03/19,-41.2585257,174.7881157,WCP205  
2809330796646810WLG000KN,Out for Delivery,21/03/2019 09:09:18,21/03/19,-41.2585257,174.7881157,WCP205  
00194210120389638227,Delivery,21/03/2019 09:53:30,21/03/19,-41.2472378,174.7954021,WCP205  
DP733411688NZ,Delivery,21/03/2019 09:57:43,21/03/19,-41.247207,174.7942844,WCP205  
2178350280818801WLG003HS,Delivery,21/03/2019 09:59:16,21/03/19,-41.2466421,174.7940738,WCP205  
2809330796801710WLG000KN,Delivery,21/03/2019 10:01:13,21/03/19,-41.2468247,174.7945661,WCP205  
LV146779700NZ,Delivery,21/03/2019 10:02:32,21/03/19,-41.2463715,174.7952345,WCP205  
BV733479098NZ,Delivery,21/03/2019 10:03:14,21/03/19,-41.246388,174.7951755,WCP205  
2268350117845001WLG002AW,Delivery,21/03/2019 10:04:12,21/03/19,-41.2464593,174.7956445,WCP205  
91094210320408634787,Delivery,21/03/2019 10:08:43,21/03/19,-41.2472544,174.7962268,WCP205  
4498800171524001WLG003AN,Delivery,21/03/2019 10:11:11,21/03/19,-41.2457009,174.7969425,WCP205  
LY119163017NZ,Delivery,21/03/2019 10:12:46,21/03/19,-41.2461433,174.7970525,WCP205  
FF158687585NZ,Delivery,21/03/2019 10:12:47,21/03/19,-41.2461433,174.7970525,WCP205  
LY120178929NZ,Delivery,21/03/2019 10:15:32,21/03/19,-41.2467308,174.7972736,WCP205  
LY119160792NZ,Delivery,21/03/2019 10:16:37,21/03/19,-41.2462567,174.7983085,WCP205  
FF158690752NZ,Delivery,21/03/2019 10:17:24,21/03/19,-41.2463795,174.7988778,WCP205  
CO273753832NZ,Delivery,21/03/2019 10:17:26,21/03/19,-41.2463795,174.7988778,WCP205  
MQ105131796NZ,Delivery,21/03/2019 10:19:16,21/03/19,-41.2458367,174.8001486,WCP205  
2268350117848801WLG002AS,Delivery,21/03/2019 10:22:37,21/03/19,-41.246977,174.7951176,WCP205  
EE049437511NZ,Delivery,21/03/2019 10:25:54,21/03/19,-41.2463399,174.8003352,WCP205  
8543413455004401WLG026AN,Delivery,21/03/2019 10:26:08,21/03/19,-41.2463399,174.8003352,WCP205  
8000003455567401WLG003AN,Delivery,21/03/2019 10:28:21,21/03/19,-41.2467231,174.8004577,WCP205  
LD095501680NZ,Delivery,21/03/2019 10:30:01,21/03/19,-41.2468867,174.7993808,WCP205  
8230213455097301WLG000JN,Delivery,21/03/2019 10:31:56,21/03/19,-41.2476844,174.8008235,WCP205  
2809330796646810WLG000KN,Delivery,21/03/2019 10:33:22,21/03/19,-41.2482767,174.7998324,WCP205  
4432380000103401WLG002AS,Delivery,21/03/2019 10:59:47,21/03/19,-41.2473403,174.7998126,WCP205  
RP161999708NZ,Delivery,21/03/2019 11:05:06,21/03/19,-41.2480771,174.8013845,WCP205  
3329130251264501WLG005AN,Delivery,21/03/2019 11:07:32,21/03/19,-41.2473176,174.8036346,WCP205  
8343793455056101WLG000IN,Delivery,21/03/2019 11:08:31,21/03/19,-41.2474023,174.8035791,WCP205  
LY119165551NZ,Delivery,21/03/2019 11:10:13,21/03/19,-41.2470311,174.8032311,WCP205  
LD645162716NZ,Delivery,21/03/2019 11:10:19,21/03/19,-41.2470311,174.8032311,WCP205  
92094210325010571113,Delivery,21/03/2019 11:11:18,21/03/19,-41.2469339,174.8031636,WCP205  
4302950001182901WLG007AN,Delivery,21/03/2019 11:13:15,21/03/19,-41.2470415,174.8048478,WCP205  
91094210320408616752,Delivery,21/03/2019 11:15:03,21/03/19,-41.2472541,174.804444,WCP205  
91094210320408624818,Delivery,21/03/2019 11:15:07,21/03/19,-41.2472541,174.804444,WCP205  
8230213455075201WLG000ON,Delivery,21/03/2019 11:16:40,21/03/19,-41.2466976,174.8049107,WCP205  
91094210311901792032,Delivery,21/03/2019 11:17:49,21/03/19,-41.2462934,174.8047462,WCP205  
MG943090263NZ,Delivery,21/03/2019 11:19:53,21/03/19,-41.2456005,174.8039777,WCP205  
LY120284803NZ,Delivery,21/03/2019 11:21:19,21/03/19,-41.2457654,174.8039081,WCP205  
4498800171514601WLG003AN,Delivery,21/03/2019 11:22:25,21/03/19,-41.24633,174.8050147,WCP205  
LZ965678745NZ,Delivery,21/03/2019 11:23:44,21/03/19,-41.2461649,174.8051373,WCP205  
2986680127230401WLG001AS,Delivery,21/03/2019 11:24:31,21/03/19,-41.2456125,174.8062279,WCP205  
HA211993585NZ,Delivery,21/03/2019 11:27:15,21/03/19,-41.2468794,174.8070938,WCP205  
DP733412547NZ,Delivery,21/03/2019 11:29:07,21/03/19,-41.2478517,174.8050283,WCP205  
3914880050120101WLG003HN,Delivery,21/03/2019 11:30:45,21/03/19,-41.2471401,174.8061605,WCP205  
8543373455000501WLG000AN,Delivery,21/03/2019 11:30:49,21/03/19,-41.2471401,174.8061605,WCP205  
8758443455009201WLG000AN,Delivery,21/03/2019 11:30:51,21/03/19,-41.2471401,174.8061605,WCP205  
4425970001008201WLG001KN,Delivery,21/03/2019 11:32:12,21/03/19,-41.2470453,174.8064838,WCP205  
LT147442587NZ,Delivery,21/03/2019 11:48:55,21/03/19,-41.2465178,174.808183,WCP205  
4244870000427101WLG006AS,Delivery,21/03/2019 11:51:06,21/03/19,-41.2474998,174.8084131,WCP205  
4446820000568601WLG020BN,Delivery,21/03/2019 11:53:41,21/03/19,-41.2476476,174.8070404,WCP205  
OD112656370NZ,Delivery,21/03/2019 11:57:14,21/03/19,-41.2476329,174.8073084,WCP205  
OD112656370NZ,Delivery,21/03/2019 11:57:50,21/03/19,-41.2478324,174.807311,WCP205  
8343303455011001WLG001HS,Delivery,21/03/2019 11:59:36,21/03/19,-41.2506398,174.805243,WCP205  
LT148480215NZ,Delivery,21/03/2019 12:00:23,21/03/19,-41.2507896,174.8049009,WCP205  
DP028042337NZ,Delivery,21/03/2019 12:28:39,21/03/19,-41.2422023,174.7887961,WCP205  
LT148367746NZ,Delivery,21/03/2019 12:29:52,21/03/19,-41.2421334,174.7893765,WCP205  
LT148077029NZ,Delivery,21/03/2019 12:30:50,21/03/19,-41.2423537,174.7893926,WCP205  
BV733491275NZ,Delivery,21/03/2019 12:30:52,21/03/19,-41.2423537,174.7893926,WCP205  
LT147617819NZ,Delivery,21/03/2019 12:30:54,21/03/19,-41.2423537,174.7893926,WCP205  
LT150153086NZ,Delivery,21/03/2019 12:30:57,21/03/19,-41.2423537,174.7893926,WCP205  
91094210311901796898,Delivery,21/03/2019 12:31:02,21/03/19,-41.2423537,174.7893926,WCP205  
OD310292726NZ,Delivery,21/03/2019 12:32:57,21/03/19,-41.242915,174.792012,WCP205  
4498800171525401WLG003AN,Delivery,21/03/2019 12:35:15,21/03/19,-41.2413711,174.7918318,WCP205  
LP000002908NZ,Mail Acceptance,21/03/2019 12:37:19,21/03/19,-41.2412966,174.7916435,WCP205  
LP000024214NZ,Mail Acceptance,21/03/2019 12:37:27,21/03/19,-41.2412959,174.7916397,WCP205  
4666960004272801WLG002FN,Delivery,21/03/2019 12:39:01,21/03/19,-41.2407001,174.7913756,WCP205  
LT148071644NZ,Delivery,21/03/2019 12:45:17,21/03/19,-41.2405259,174.7942779,WCP205  
94094210329581373547,Delivery,21/03/2019 12:45:51,21/03/19,-41.2405731,174.7939993,WCP205  
94094210329581373547,Delivery,21/03/2019 12:46:06,21/03/19,-41.2405693,174.7940182,WCP205  
HA213155474NZ,Delivery,21/03/2019 12:47:15,21/03/19,-41.2402815,174.793485,WCP205  
LPKEN000000410740097,Delivery,21/03/2019 12:48:09,21/03/19,-41.2401675,174.7926414,WCP205  
HA212055735NZ,Delivery,21/03/2019 12:49:48,21/03/19,-41.2401813,174.7937905,WCP205  
3329130251191701WLG003AS,Delivery,21/03/2019 12:51:39,21/03/19,-41.2387034,174.7959088,WCP205  
4712450000615201WLG001ON,Delivery,21/03/2019 12:52:58,21/03/19,-41.2379447,174.7975078,WCP205  
8758443455000101WLG003AN,Delivery,21/03/2019 13:05:31,21/03/19,-41.2448422,174.7950206,WCP205  
1427770001328601WLG008AS,Delivery,21/03/2019 13:07:30,21/03/19,-41.2455245,174.7964379,WCP205  
2496260043289501ERR005AN,Delivery,21/03/2019 13:09:37,21/03/19,-41.2464558,174.7969254,WCP205  
2496260043317301ERR005AN,Delivery,21/03/2019 13:10:05,21/03/19,-41.2464558,174.7969254,WCP205  
4133470456669101WLG001OS,Delivery,21/03/2019 13:11:44,21/03/19,-41.2470282,174.7974843,WCP205  
4133470456672601WLG001OS,Delivery,21/03/2019 13:11:45,21/03/19,-41.2470282,174.7974843,WCP205  
4133470456672501WLG001OS,Delivery,21/03/2019 13:11:48,21/03/19,-41.2470282,174.7974843,WCP205  
FF158726973NZ,Acceptance,21/03/2019 13:15:44,21/03/19,-41.2478716,174.7980687,WCP205  
FF158726987NZ,Acceptance,21/03/2019 13:15:54,21/03/19,-41.2478716,174.7980687,WCP205  
FF158727205NZ,Acceptance,21/03/2019 13:15:57,21/03/19,-41.2478716,174.7980687,WCP205  
FF158727214NZ,Acceptance,21/03/2019 13:16:02,21/03/19,-41.2478716,174.7980687,WCP205  
2809330796588510WLG000KN,Delivery,21/03/2019 13:21:18,21/03/19,-41.2483301,174.7990861,WCP205  
91094210305206473523,Delivery,21/03/2019 13:23:08,21/03/19,-41.2486086,174.7999781,WCP205  
LV146558527NZ,Delivery,21/03/2019 13:23:53,21/03/19,-41.2487387,174.8013516,WCP205  
1766340012005901WLG003HS,Delivery,21/03/2019 13:26:19,21/03/19,-41.2487387,174.8013516,WCP205  
LY120029607NZ,Delivery,21/03/2019 13:28:29,21/03/19,-41.2487761,174.8023955,WCP205  
EE050143228NZ,Delivery,21/03/2019 13:29:49,21/03/19,-41.248215,174.8026611,WCP205  
8343793455024501WLG001AS,Delivery,21/03/2019 13:32:24,21/03/19,-41.248238,174.8036024,WCP205  
MR245610152NZ,Delivery,21/03/2019 13:36:49,21/03/19,-41.2496148,174.8038121,WCP205  
FF158730261NZ,Acceptance,21/03/2019 13:39:03,21/03/19,-41.2492731,174.8043738,WCP205  
8343793455065801WLG001AS,Delivery,21/03/2019 13:41:03,21/03/19,-41.2484438,174.8039451,WCP205  
LT149065733NZ,Delivery,21/03/2019 13:41:13,21/03/19,-41.2484322,174.8039327,WCP205  
4643730000144201WLG002HN,Delivery,21/03/2019 13:42:21,21/03/19,-41.2487513,174.8036132,WCP205  
LT149866938NZ,Delivery,21/03/2019 13:44:06,21/03/19,-41.2512569,174.8021995,WCP205  
1128360005099601WLG003ON,Delivery,21/03/2019 13:44:38,21/03/19,-41.25085,174.8021421,WCP205  
1128360005099602WLG003ON,Delivery,21/03/2019 13:44:39,21/03/19,-41.25085,174.8021421,WCP205  
4267850005905201WLG003AS,Delivery,21/03/2019 13:45:54,21/03/19,-41.2499181,174.8017299,WCP205  
LY120284542NZ,Delivery,21/03/2019 13:47:35,21/03/19,-41.249287,174.8005454,WCP205  
OC310349955NZ,Delivery,21/03/2019 13:49:48,21/03/19,-41.2491896,174.8000377,WCP205  
2513700900153901WLG005HS,Delivery,21/03/2019 13:51:32,21/03/19,-41.2490544,174.7975848,WCP205  
LY119150061NZ,Delivery,21/03/2019 13:54:03,21/03/19,-41.2495156,174.7979061,WCP205  
2158101111397901WLG001AS,Delivery,21/03/2019 13:58:41,21/03/19,-41.2498054,174.8051696,WCP205  
EE049436051NZ,Delivery,21/03/2019 14:00:15,21/03/19,-41.2503217,174.8043964,WCP205  
2551750000112901WLG001BS,Delivery,21/03/2019 14:02:57,21/03/19,-41.2501128,174.8029163,WCP205  
LY120165647NZ,Delivery,21/03/2019 14:03:48,21/03/19,-41.2503586,174.8032875,WCP205  
4608190001988101WLG002AS,Delivery,21/03/2019 14:06:25,21/03/19,-41.2530402,174.8017198,WCP205  
8547163455020401WLG004BN,Delivery,21/03/2019 14:07:02,21/03/19,-41.2531705,174.8019943,WCP205  
FF158730261NZ,Acceptance,21/03/2019 14:14:09,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000341601WRE001DN,Acceptance,21/03/2019 14:15:22,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000340701WRE001DN,Acceptance,21/03/2019 14:15:27,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000339801PLN001DN,Acceptance,21/03/2019 14:15:30,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000339101PLN001DN,Acceptance,21/03/2019 14:15:37,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000340601PLN001DN,Acceptance,21/03/2019 14:15:41,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000328601HAS001DP,Acceptance,21/03/2019 14:15:48,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000336801NPY001DP,Acceptance,21/03/2019 14:15:59,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000329101HAM001DN,Acceptance,21/03/2019 14:16:04,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000335001TOK001DN,Acceptance,21/03/2019 14:16:12,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000332901WPT001JP,Acceptance,21/03/2019 14:16:20,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000337601HAM001JN,Acceptance,21/03/2019 14:16:23,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000347901DUD001JN,Acceptance,21/03/2019 14:16:27,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000333401TAU001JP,Acceptance,21/03/2019 14:16:31,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000334501CHC001JN,Acceptance,21/03/2019 14:16:35,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000331301IVC001JN,Acceptance,21/03/2019 14:16:42,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000330801KKH001JN,Acceptance,21/03/2019 14:16:46,21/03/19,-41.2584389,174.7882329,WCP205  
LX602121820NZ,Acceptance,21/03/2019 14:17:09,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000329801AKL001JN,Acceptance,21/03/2019 14:17:23,21/03/19,-41.2584389,174.7882329,WCP205  
4575540000332201NAP001JN,Acceptance,21/03/2019 14:17:25,21/03/19,-41.2584389,174.7882329,WCP205  
SA792012806NZ,Out for Delivery,21/03/2019 14:20:56,21/03/19,-41.2584158,174.7880796,WCP205  
SA811295651NZ,Out for Delivery,21/03/2019 14:20:59,21/03/19,-41.2584158,174.7880796,WCP205  
4670920000433001WLG016AS,Out for Delivery,21/03/2019 14:21:01,21/03/19,-41.2584158,174.7880796,WCP205  
SA811295651NZ,Delivery,21/03/2019 14:41:08,21/03/19,-41.2469789,174.8027027,WCP205  
SA792012806NZ,Delivery,21/03/2019 14:47:29,21/03/19,-41.24764,174.8010898,WCP205  
LD527418806NZ,Delivery,21/03/2019 14:51:15,21/03/19,-41.2439761,174.7952377,WCP205  
LT147869225NZ,Delivery,21/03/2019 14:54:53,21/03/19,-41.2448563,174.7965393,WCP205  
2513700900022501WLG010AS,Delivery,21/03/2019 14:57:40,21/03/19,-41.245049,174.7980452,WCP205  
DP976625394NZ,Delivery,21/03/2019 14:59:52,21/03/19,-41.2434333,174.7961801,WCP205  
3498180031090401WLG003AN,Delivery,21/03/2019 15:01:18,21/03/19,-41.2427628,174.7963585,WCP205  
EE047084119NZ,Delivery,21/03/2019 15:02:47,21/03/19,-41.242761,174.7953501,WCP205  
LY120126215NZ,Delivery,21/03/2019 15:07:09,21/03/19,-41.2414866,174.7946657,WCP205  
8744793455186401WLG000OS,Attempted Delivery,21/03/2019 15:09:07,21/03/19,-41.2404853,174.7963148,WCP205  
CTC14661775,Attempted Delivery,21/03/2019 15:10:33,21/03/19,-41.2404853,174.7963148,WCP205  
0330620002202701ERR003AS,Delivery,21/03/2019 15:13:12,21/03/19,-41.2376759,174.7975451,WCP205  
8744793455186401WLG000OS,Delivery,21/03/2019 15:16:44,21/03/19,-41.2404453,174.7962546,WCP205  
4567870003233001WLG002JN,Delivery,21/03/2019 15:18:35,21/03/19,-41.2418415,174.7984682,WCP205  
HA203366275NZ,Delivery,21/03/2019 15:18:38,21/03/19,-41.2418415,174.7984682,WCP205  
MQ397324668NZ,Delivery,21/03/2019 15:18:53,21/03/19,-41.2418415,174.7984682,WCP205  
LT145644493NZ,Delivery,21/03/2019 15:21:27,21/03/19,-41.2427618,174.8010006,WCP205  
FF158691894NZ,Delivery,21/03/2019 15:21:30,21/03/19,-41.2427618,174.8010006,WCP205  
BV733431461NZ,Delivery,21/03/2019 15:21:43,21/03/19,-41.2427618,174.8010006,WCP205  
LT147894635NZ,Delivery,21/03/2019 15:24:52,21/03/19,-41.2431206,174.8001655,WCP205  
91094210320408622586,Delivery,21/03/2019 15:25:44,21/03/19,-41.2433345,174.8002641,WCP205  
LY120168334NZ,Delivery,21/03/2019 15:26:32,21/03/19,-41.2436677,174.8005808,WCP205  
91094210305206436689,Delivery,21/03/2019 15:26:40,21/03/19,-41.2436677,174.8005808,WCP205  
JT273033359NZ,Delivery,21/03/2019 15:27:46,21/03/19,-41.2436633,174.8009087,WCP205  
4697120006800301WLG002JN,Delivery,21/03/2019 15:27:49,21/03/19,-41.2436633,174.8009087,WCP205  
3329130251295501WLG005AS,Delivery,21/03/2019 15:29:13,21/03/19,-41.2428683,174.80217,WCP205  
DP733412799NZ,Delivery,21/03/2019 15:30:02,21/03/19,-41.2428683,174.80217,WCP205  
MQ657139737NZ,Delivery,21/03/2019 15:31:58,21/03/19,-41.2419531,174.802493,WCP205  
LD536874066NZ,Delivery,21/03/2019 15:33:06,21/03/19,-41.2423953,174.8016683,WCP205  
HA203029689NZ,Delivery,21/03/2019 15:33:53,21/03/19,-41.2422278,174.8014599,WCP205  
HA213017433NZ,Delivery,21/03/2019 15:34:31,21/03/19,-41.2418873,174.8010349,WCP205  
2496260043330601ERR005AN,Delivery,21/03/2019 15:36:07,21/03/19,-41.2439187,174.7995805,WCP205  
8540473450007501WLG015BS,Delivery,21/03/2019 15:37:51,21/03/19,-41.244763,174.7986543,WCP205  
2496260043322601ERR005AN,Delivery,21/03/2019 15:40:20,21/03/19,-41.2442624,174.7980409,WCP205  
2268350117883601WLG002AS,Delivery,21/03/2019 15:40:32,21/03/19,-41.2442624,174.7980409,WCP205  
CO289138895NZ,Delivery,21/03/2019 15:41:21,21/03/19,-41.2436862,174.7980227,WCP205  
4498800171514701WLG003AN,Delivery,21/03/2019 15:42:09,21/03/19,-41.2436868,174.7980159,WCP205  
LT149130454NZ,Delivery,21/03/2019 15:43:42,21/03/19,-41.2413648,174.7959083,WCP205  
OD112591912NZ,Delivery,21/03/2019 15:46:29,21/03/19,-41.2436732,174.7937475,WCP205  
SA792408486NZ,Delivery,21/03/2019 15:47:32,21/03/19,-41.2429737,174.7942988,WCP205  
